FIPSCODE,elevation,duration_mins_decimal,AHRF_USDA_RUCC_2013,ACS_PCT_MOBILE_HOME,ACS_PCT_NON_CITIZEN,ACS_PCT_DIVORCE_SEPARAT,ACS_PCT_FOOD_STAMP,ACS_PCT_VA_POOR,ACS_PCT_NONVA_POOR,ACS_PCT_VA_DISABLE,ACS_PCT_HH_PUB_ASSIST,Violent crime raw value,Frequent mental distress raw value,mean_temp,PM2.5,temperature_humid_index
01001,0.03581994751533589,0.017055227840351406,0.2222222222222222,0.18029,0.00975,0.13241,0.13356,0.02716,0.12803,0.17572,0.02476,0.1345380517236724,0.128,0.8052225943975275,0.6137931034482759,0.6789301427779805
01009,0.05136476841559832,0.022584814530471037,0.1111111111111111,0.22922,0.03081,0.12856,0.11732,0.10145,0.14725,0.2577,0.0130499999999999,0.1161800880152366,0.138,0.7187771029880783,0.6275862068965518,0.6615710189149432
01017,0.06887915712526674,0.03399383873820468,0.6666666666666666,0.15942,0.00838,0.16143,0.17977,0.13863,0.1872599999999999,0.24399,0.0138599999999999,0.2935655111049144,0.155,0.7869704500311632,0.6,0.705021727952401
01021,0.0525431661290053,0.02304156422192204,0.1111111111111111,0.31994,0.04683,0.14106,0.19075,0.0789499999999999,0.18477,0.25096,0.0200999999999999,0.2160913098412443,0.143,0.7568416339805697,0.6,0.6571066659659698
01033,0.047102478813913454,0.010369189803791994,0.3333333333333333,0.09474,0.00778,0.1608599999999999,0.14119,0.09952,0.16047,0.18857,0.0105,0.1977957243203386,0.143,0.7343795255857073,0.4137931034482759,0.6305145867555791
01045,0.02179896479293073,0.010553833296080698,0.4444444444444444,0.17601,0.01129,0.1640899999999999,0.1786199999999999,0.10903,0.21948,0.20317,0.01234,0.2099211160528842,0.139,0.7931931500395657,0.5310344827586206,0.7184335169648074
01051,0.026938784606727176,0.016219473085781477,0.2222222222222222,0.1676699999999999,0.0128,0.14503,0.14704,0.05315,0.13739,0.24262,0.01315,0.0948000381201039,0.127,0.8052225943975275,0.6275862068965518,0.6789301427779805
01065,0.021570528356762,0.03045645814909476,0.3333333333333333,0.3566299999999999,0.00185,0.13923,0.26631,0.20466,0.2484,0.41969,0.01833,0.0899793030744867,0.168,0.7672905110992472,0.5448275862068965,0.674383621517083
01079,0.052206083095146565,0.020320502230299027,0.3333333333333333,0.2319999999999999,0.00383,0.14631,0.18204,0.06282,0.18796,0.19361,0.01246,0.1030131761733642,0.143,0.7305327213935333,0.5862068965517242,0.6305145867555791
01083,0.06010664081434804,0.021360336634240678,0.2222222222222222,0.12336,0.0227099999999999,0.1397499999999999,0.1418,0.05708,0.13949,0.09747,0.01603,0.0655452948803502,0.129,0.7361191060362473,0.6275862068965518,0.638633085758369
01099,0.014182559713841577,0.05687991370346255,0.7777777777777778,0.22537,0.00032,0.15313,0.15705,0.1982499999999999,0.33845,0.1122799999999999,0.01431,0.2866555275031367,0.164,0.7917991308178434,0.5103448275862069,0.7445323895095369
01107,0.021746034399184315,0.017570286003051477,0.3333333333333333,0.20711,0.01417,0.16596,0.191,0.12043,0.21856,0.32231,0.0207399999999999,0.1196267629788793,0.159,0.7780996884261704,0.5241379310344827,0.674383621517083
01121,0.05089118068207777,0.009552871206305087,0.4444444444444444,0.23443,0.01123,0.16076,0.19224,0.12175,0.1942299999999999,0.25475,0.02505,0.1600042635745547,0.153,0.7548106289700163,0.4896551724137931,0.6376943117482471
02180,0.08466634351268379,0.0,0.7777777777777778,0.01036,0.01022,0.1214799999999999,0.34734,0.24749,0.25637,0.16722,0.1208799999999999,0.0,0.145,0.2632082877238231,0.0,0.0218387705339082
02188,0.0025545879508137356,0.0,0.7777777777777778,0.01506,0.00751,0.07857,0.39076,0.10952,0.2319,0.13333,0.1376099999999999,0.0,0.136,0.2057507525858221,0.0,0.0045874771606123
05141,0.05618979167711346,0.03337188171154799,0.8888888888888888,0.22675,0.00882,0.1767599999999999,0.15956,0.061,0.18795,0.39165,0.02286,0.1595277380930341,0.141,0.6760235102030692,0.5172413793103449,0.6193988535316294
05145,0.019428240315130848,0.0029251416409947426,0.4444444444444444,0.18936,0.01758,0.14759,0.11691,0.08009,0.18963,0.21514,0.01082,0.1298658047324424,0.125,0.7327116804114777,0.5517241379310345,0.6193988535316294
06005,0.20548693176436506,0.03944568079999223,0.6666666666666666,0.0634,0.02795,0.17402,0.10331,0.08191,0.12101,0.14355,0.02709,0.1559853760981591,0.104,0.6932976295333871,0.5172413793103449,0.2873760699312778
06021,0.044035301786818665,0.03576252903275964,0.6666666666666666,0.10903,0.13093,0.13136,0.12203,0.20761,0.19808,0.25433,0.03408,0.1348460673368709,0.126,0.7515780580812546,0.4206896551724137,0.6079480726767762
06033,0.27288125205453506,0.02012614065946881,0.4444444444444444,0.2339999999999999,0.05113,0.1748,0.14305,0.1338599999999999,0.28529,0.33899,0.04784,0.2717254503713127,0.131,0.6787757195351916,0.1034482758620689,0.5148698051578929
06043,0.2874287529042071,0.03070912819117404,0.8888888888888888,0.19344,0.0400699999999999,0.14107,0.12143,0.1318099999999999,0.18942,0.29799,0.0379,0.1569772845119355,0.111,0.5303240486644757,0.5241379310344827,0.5931903500974692
06055,0.10457095737153237,0.028687767854539803,0.3333333333333333,0.06779,0.13089,0.12759,0.05527,0.06443,0.0875,0.12772,0.01689,0.2034845958208362,0.101,0.654955124345191,0.4896551724137931,0.5001014805533067
06089,0.15655417565090457,0.023469159677748517,0.3333333333333333,0.11525,0.02254,0.16553,0.10965,0.14006,0.18272,0.24878,0.03248,0.4015120614775774,0.119,0.7663555250013077,0.2413793103448276,0.605859341088273
06099,0.0063349323883865145,0.012575193632714936,0.2222222222222222,0.04141,0.11598,0.12969,0.17123,0.10084,0.17201,0.22311,0.05668,0.2733647415170509,0.123,0.777039597716868,0.7655172413793103,0.6059909732500958
06115,0.03850825435561425,0.017463387139094858,0.3333333333333333,0.09465,0.06387,0.1446299999999999,0.17509,0.07911,0.20647,0.15187,0.0649,0.2127419129445668,0.123,0.7327861426109636,0.4896551724137931,0.5699093816386652
08003,0.6396470935642213,0.015801595708496517,0.7777777777777778,0.18326,0.06733,0.12896,0.26959,0.15372,0.32831,0.41997,0.05012,0.1940621436600008,0.115,0.4135167980914256,0.2137931034482758,0.3096487298576976
08013,0.5760191886606382,0.014159240434981195,0.2222222222222222,0.02814,0.0639499999999999,0.11939,0.0585799999999999,0.08632,0.1536,0.11744,0.01618,0.1022615211726992,0.087,0.5786601745337393,0.3724137931034483,0.4198851749179945
08014,0.45396170068140923,0.013304049523328244,0.1111111111111111,0.02854,0.0403699999999999,0.10334,0.0434499999999999,0.10185,0.05759,0.1369999999999999,0.01497,0.0325894390835884,0.08,0.5428822054736591,0.4758620689655173,0.4198851749179945
08025,0.38729726266290027,0.04987317907503328,0.8888888888888888,0.13663,0.0529199999999999,0.16948,0.21039,0.15596,0.32159,0.29358,0.04344,0.0543648277764165,0.111,0.6293456307021862,0.2413793103448276,0.4739398295780258
08031,0.4483650079952753,0.005315788962206392,0.1111111111111111,0.0028299999999999,0.10506,0.14913,0.1113299999999999,0.1326,0.14728,0.16936,0.02537,0.3173032238477513,0.1,0.5595926079897761,0.5517241379310345,0.4198851749179945
08035,0.5423108852747645,0.022196091388810606,0.1111111111111111,0.00521,0.03221,0.09877,0.02492,0.01823,0.03968,0.08047,0.00879,0.0606377220891044,0.074,0.5610491641994041,0.2275862068965517,0.4188103333998804
08047,0.8124481142850776,0.02640401939728477,0.1111111111111111,0.03095,0.01594,0.12915,0.09569,0.10428,0.08336,0.25401,0.0083699999999999,0.1573278186904048,0.088,0.30931214580524613,0.2,0.4188103333998804
12083,0.004747020575994116,0.005850283281989485,0.2222222222222222,0.2160399999999999,0.02753,0.16221,0.1676,0.12584,0.1955,0.20733,0.02021,0.2682266409520961,0.129,0.8640679382463436,0.4758620689655173,0.7704980616990164
12087,1.9500671380257517e-05,0.0,0.4444444444444444,0.14172,0.08805,0.1921699999999999,0.07611,0.09844,0.13061,0.12935,0.01956,0.2591700152557327,0.111,0.9366281702348569,0.3862068965517241,0.9083182841222792
