FIPSCODE,elevation,duration_mins_decimal,AHRF_USDA_RUCC_2013,ACS_PCT_MOBILE_HOME,ACS_PCT_NON_CITIZEN,ACS_PCT_DIVORCE_SEPARAT,ACS_PCT_FOOD_STAMP,ACS_PCT_VA_POOR,ACS_PCT_NONVA_POOR,ACS_PCT_VA_DISABLE,ACS_PCT_HH_PUB_ASSIST,Violent crime raw value,Frequent mental distress raw value,mean_temp,PM2.5,temperature_humid_index
01001,0.03581994751533589,0.017055227840351406,0.2222222222222222,0.19065,0.00998,0.13179,0.1330899999999999,0.03435,0.13986,0.18626,0.01254,0.1546805643661488,0.1256879348,0.7893764297273104,0.4743589743589744,0.6992493664972167
01009,0.05136476841559832,0.022584814530471037,0.1111111111111111,0.2473,0.0296899999999999,0.12905,0.10846,0.0669,0.13861,0.24133,0.01237,0.1231850152716351,0.1347137314,0.7015902195298268,0.4615384615384616,0.6550001098333881
01017,0.06887915712526674,0.03399383873820468,0.6666666666666666,0.15351,0.01121,0.1556199999999999,0.1673,0.15938,0.17751,0.26907,0.01081,0.3067160569467471,0.1471791178,0.7643583279238771,0.4871794871794871,0.6991449252231948
01021,0.0525431661290053,0.02304156422192204,0.1111111111111111,0.32642,0.04029,0.14077,0.18989,0.0669599999999999,0.18428,0.23023,0.02123,0.2013350718446324,0.1382837964,0.7425264062578524,0.467948717948718,0.6477837051312706
01033,0.047102478813913454,0.010369189803791994,0.3333333333333333,0.09129,0.01111,0.15356,0.12846,0.10392,0.16579,0.25703,0.01274,0.2617342017140617,0.1353733413,0.7195853634367845,0.3076923076923077,0.6273364290827456
01045,0.02179896479293073,0.010553833296080698,0.4444444444444444,0.1828699999999999,0.0149,0.16064,0.18417,0.09568,0.21552,0.1956,0.01195,0.2110906052632416,0.1383248387,0.8044323704451589,0.4487179487179487,0.716055429286285
01051,0.026938784606727176,0.016219473085781477,0.2222222222222222,0.15439,0.0104,0.14931,0.14371,0.05779,0.13324,0.22975,0.01432,0.1604336207049052,0.1262944781,0.7893764297273104,0.4871794871794871,0.6992493664972167
01065,0.021570528356762,0.03045645814909476,0.3333333333333333,0.35599,0.0014,0.13838,0.25512,0.17933,0.24323,0.37386,0.01695,0.1128988673289027,0.1570237624,0.7572714553104672,0.4294871794871795,0.6765202666107767
01079,0.052206083095146565,0.020320502230299027,0.3333333333333333,0.22539,0.00394,0.13944,0.17593,0.0193799999999999,0.1757999999999999,0.1938,0.01371,0.1536500611305478,0.1417739947,0.7165815011490965,0.4038461538461539,0.6273364290827456
01083,0.06010664081434804,0.021360336634240678,0.2222222222222222,0.12797,0.02228,0.13659,0.13401,0.05551,0.1451,0.13799,0.01723,0.0834022415207594,0.1244462225,0.7213399077954065,0.4166666666666667,0.625637055575481
01099,0.014182559713841577,0.05687991370346255,0.7777777777777778,0.23297,0.00046,0.15537,0.17254,0.29041,0.34948,0.25342,0.01633,0.2842328465822246,0.1597893577,0.7900943735582046,0.4294871794871795,0.7427627378210683
01107,0.021746034399184315,0.017570286003051477,0.3333333333333333,0.22835,0.02335,0.15188,0.17979,0.06729,0.21398,0.31225,0.02047,0.1287044982519073,0.1498081796,0.7681703833309584,0.4230769230769231,0.6765202666107767
01121,0.05089118068207777,0.009552871206305087,0.4444444444444444,0.23717,0.01199,0.1543999999999999,0.17841,0.12839,0.18436,0.2245,0.0236299999999999,0.2147201599899544,0.1456026442,0.7338478697576415,0.391025641025641,0.636704844844204
02180,0.08466634351268379,0.0,0.7777777777777778,0.01053,0.0127699999999999,0.1191499999999999,0.33966,0.21071,0.23974,0.17143,0.11391,0.0,0.1586940123,0.19203151654369865,0.0,0.0323563786339673
02188,0.0025545879508137356,0.0,0.7777777777777778,0.0118,0.00739,0.08959,0.37372,0.09217,0.23692,0.1106,0.11628,0.0,0.1538512162,0.11721332696464398,0.0,0.0
02198,0.04359514377566428,1.0,1.0,0.15245,0.00958,0.16882,0.22419,0.13929,0.15661,0.22143,0.0807799999999999,0.0,0.0,0.42091829691040517,0.0,0.316149454619487
05141,0.05618979167711346,0.03337188171154799,0.8888888888888888,0.23547,0.0086,0.18055,0.15087,0.06742,0.1987,0.3015,0.02301,0.1543349886430012,0.1356814916,0.6913277986398702,0.4166666666666667,0.5855710518783698
05145,0.019428240315130848,0.0029251416409947426,0.4444444444444444,0.19007,0.01852,0.1458799999999999,0.11784,0.10125,0.16997,0.20776,0.01239,0.1217590989036711,0.1249168931,0.7178203697073205,0.4423076923076923,0.5855710518783698
06005,0.20548693176436506,0.03944568079999223,0.6666666666666666,0.06808,0.02528,0.17179,0.08481,0.02956,0.10935,0.11031,0.02073,0.1623441554448536,0.1047806912,0.6441188064643701,0.5,0.2676648136677783
06021,0.044035301786818665,0.03576252903275964,0.6666666666666666,0.09743,0.13682,0.1253,0.12198,0.21311,0.1959499999999999,0.30055,0.04126,0.2440645973147024,0.126791364,0.7522074013138055,0.4102564102564103,0.6002326795552909
06033,0.27288125205453506,0.02012614065946881,0.4444444444444444,0.22987,0.0468499999999999,0.17148,0.13461,0.12603,0.25731,0.3259499999999999,0.04421,0.3138499762677494,0.1319890272,0.6664828710197578,0.3653846153846155,0.519032922073179
06043,0.2874287529042071,0.03070912819117404,0.8888888888888888,0.19763,0.03721,0.13315,0.10291,0.14839,0.18138,0.30645,0.03686,0.2440799200837964,0.1130059962,0.5246099412922406,0.4743589743589744,0.5832036055673543
06055,0.10457095737153237,0.028687767854539803,0.3333333333333333,0.06484,0.119,0.12694,0.05042,0.06566,0.08125,0.1147199999999999,0.01698,0.1983995067194965,0.103878158,0.6597510427824976,0.7115384615384617,0.5138596966159655
06089,0.15655417565090457,0.023469159677748517,0.3333333333333333,0.1128899999999999,0.02713,0.1646099999999999,0.11757,0.13726,0.19245,0.23686,0.0322,0.402054779347107,0.1201708425,0.7602472877789855,0.3397435897435898,0.602101975403443
06099,0.0063349323883865145,0.012575193632714936,0.2222222222222222,0.04227,0.1168,0.12512,0.16477,0.10032,0.16056,0.22469,0.05211,0.310340733700496,0.1249365197,0.7655869683308162,0.6602564102564104,0.5941286271772891
06115,0.03850825435561425,0.017463387139094858,0.3333333333333333,0.1026,0.06353,0.1401099999999999,0.17183,0.07365,0.18438,0.13256,0.0623299999999999,0.2252566519869938,0.1234543698,0.7311297730164888,0.4423076923076923,0.5738688470486063
08003,0.6396470935642213,0.015801595708496517,0.7777777777777778,0.18014,0.07531,0.12692,0.25343,0.16,0.29025,0.3739099999999999,0.06299,0.0,0.1256431234,0.415102109432689,0.1538461538461538,0.2243514202070533
08013,0.5760191886606382,0.014159240434981195,0.2222222222222222,0.02809,0.062,0.11795,0.0584499999999999,0.0951,0.14928,0.12193,0.01589,0.1225209624364256,0.0932772595,0.5627437509708344,0.2628205128205129,0.3707293263556183
08014,0.45396170068140923,0.013304049523328244,0.1111111111111111,0.02694,0.04469,0.11031,0.04121,0.06962,0.0541699999999999,0.1473799999999999,0.0177699999999999,0.0306982547501698,0.0882714295,0.5319416930691538,0.391025641025641,0.3707293263556183
08025,0.38729726266290027,0.04987317907503328,0.8888888888888888,0.18147,0.05241,0.16256,0.18189,0.00787,0.22901,0.30709,0.04198,0.0642997740001805,0.1243329579,0.6054619546872863,0.1794871794871795,0.4411328918680447
08031,0.4483650079952753,0.005315788962206392,0.1111111111111111,0.00308,0.10305,0.14424,0.10339,0.12444,0.13541,0.16499,0.02388,0.3593874417638859,0.1063706918,0.543109621944253,0.4038461538461539,0.3707293263556183
08035,0.5423108852747645,0.022196091388810606,0.1111111111111111,0.00448,0.0329599999999999,0.09836,0.02338,0.01783,0.03735,0.0865199999999999,0.00898,0.0478918719432047,0.082222961,0.5472346769987296,0.3076923076923077,0.3800741267699418
08047,0.8124481142850776,0.02640401939728477,0.1111111111111111,0.02098,0.00932,0.14062,0.07914,0.0,0.07041,0.14767,0.00615,0.1807743729141098,0.0936100728,0.29261647129755886,0.1666666666666666,0.3800741267699418
12083,0.004747020575994116,0.005850283281989485,0.2222222222222222,0.21358,0.02729,0.16259,0.16577,0.12376,0.1908299999999999,0.19826,0.02155,0.2570378775403154,0.130243262,0.8659337209583992,0.3846153846153846,0.7776506814951997
12087,1.9500671380257517e-05,0.0,0.4444444444444444,0.13968,0.09254,0.18889,0.07597,0.09721,0.1248,0.1174,0.0236399999999999,0.2996305376977766,0.1157098797,0.9682483106343583,0.358974358974359,0.8963441834898264
12095,0.00911238515497462,0.005033964684502581,0.1111111111111111,0.0393,0.10307,0.14042,0.16408,0.09744,0.15496,0.15486,0.02088,0.3967057103597701,0.1225882075,0.9201947792344408,0.3333333333333333,0.8247389869243905
12111,0.0015516962798290627,0.0074051758486312095,0.2222222222222222,0.08295,0.07091,0.15227,0.13507,0.1366699999999999,0.16515,0.2221999999999999,0.02382,0.2210312205687108,0.128369248,0.9240442077337486,0.3397435897435898,0.8351708142963997
12119,0.006666443801850892,0.010738476788369403,0.3333333333333333,0.15407,0.01987,0.126,0.05397,0.08327,0.12742,0.2055799999999999,0.00991,0.1010112927761086,0.1099157418,0.8491716182754004,0.4038461538461539,0.7776506814951997
12125,0.011772833893281183,0.013615028036656592,0.6666666666666666,0.48375,0.0211799999999999,0.2099899999999999,0.20552,0.09814,0.1817599999999999,0.26227,0.0243299999999999,0.1749036537931767,0.127036017,0.8529063873041541,0.3397435897435898,0.7731548834292253
13001,0.016374992339021958,0.029824783043896557,0.7777777777777778,0.3561399999999999,0.0251699999999999,0.12731,0.2117299999999999,0.1094,0.24406,0.03455,0.01224,0.0938115178714388,0.1279964379,0.8229593365346967,0.4102564102564103,0.7171060133589507
13013,0.08496163939358484,0.017648030631383562,0.1111111111111111,0.08903,0.04356,0.1497899999999999,0.14637,0.1166499999999999,0.12133,0.17278,0.02574,0.2797192749679915,0.1128792239,0.7551436893660769,0.4423076923076923,0.6318403780352352
13029,0.001523838177857266,0.018027035694502484,0.2222222222222222,0.13984,0.01958,0.11341,0.09558,0.08226,0.14597,0.1750499999999999,0.01334,0.0838826063012509,0.1070493019,0.8144709729628009,0.4102564102564103,0.7171060133589507
13043,0.01683743683175378,0.01789098259492133,0.7777777777777778,0.36427,0.0391,0.18978,0.2455099999999999,0.29762,0.30329,0.54167,0.0492499999999999,0.0,0.1440583684,0.8550792206051799,0.4102564102564103,0.7171060133589507
13055,0.05690574489778863,0.020310784151757515,0.6666666666666666,0.21266,0.02251,0.17202,0.20555,0.07522,0.21498,0.30973,0.0707899999999999,0.1039133675129002,0.1270383425,0.7323155729763636,0.4358974358974359,0.618247185246711
13059,0.053585059142750496,0.006375059523231066,0.3333333333333333,0.04776,0.07446,0.09768,0.14629,0.12253,0.36955,0.2166,0.01177,0.2164700093386986,0.1431413873,0.7413084732933141,0.3333333333333333,0.6318403780352352
13071,0.023723959639181863,0.019824880224681977,0.6666666666666666,0.30929,0.08839,0.1770499999999999,0.2344399999999999,0.05857,0.23786,0.27448,0.02795,0.2258891413352036,0.1355983952,0.8221511434153029,0.467948717948718,0.7249636286340223
