,year,fips,Deaths,SuicideDeathRate,Population
2619,2001,1001,11,26.84039724,40983
2620,2001,1003,19,14.50315253,131006
2621,2001,1005,3,12.39157373,24210
2622,2001,1007,1,5.437442227,18391
2623,2001,1009,5,10.33100541,48398
2624,2001,1013,3,15.0504189,19933
2625,2001,1015,15,15.72343526,95399
2626,2001,1017,3,9.061801486,33106
2627,2001,1019,5,21.42612273,23336
2628,2001,1021,3,8.045052293,37290
2629,2001,1023,1,7.668711656,13040
2630,2001,1025,1,4.105595927,24357
2631,2001,1027,1,8.293937132,12057
2632,2001,1029,3,23.77179081,12620
2633,2001,1031,6,14.0755859,42627
2634,2001,1033,8,15.91248135,50275
2635,2001,1035,5,40.43671654,12365
2636,2001,1037,1,9.658103149,10354
2637,2001,1039,3,8.951482962,33514
2638,2001,1041,1,7.732755954,12932
2639,2001,1043,4,5.799370768,68973
2640,2001,1045,5,10.5826825,47247
2641,2001,1047,4,9.282896264,43090
2642,2001,1049,7,11.86983874,58973
2643,2001,1051,5,7.950768839,62887
2644,2001,1053,3,8.316469382,36073
2645,2001,1055,20,21.16245357,94507
2646,2001,1057,4,24.94543187,16035
2647,2001,1059,1,3.452204232,28967
2648,2001,1061,8,33.66294972,23765
2649,2001,1063,1,11.52339249,8678
2650,2001,1067,1,6.793478261,14720
2651,2001,1069,12,14.35338022,83604
2652,2001,1071,9,17.7001593,50847
2653,2001,1073,80,13.35967416,598817
2654,2001,1077,7,9.299606759,75272
2655,2001,1079,3,9.103875216,32953
2656,2001,1081,8,7.925971427,100934
2657,2001,1083,2,3.219523189,62121
2658,2001,1087,3,14.09840688,21279
2659,2001,1089,33,12.01214318,274722
2660,2001,1093,2,6.993251512,28599
2661,2001,1095,11,14.66002079,75034
2662,2001,1097,55,14.47040933,380086
2663,2001,1099,3,13.20132013,22725
2664,2001,1101,26,12.489732,208171
2665,2001,1103,15,14.92611573,100495
2666,2001,1105,2,18.18677821,10997
2667,2001,1107,3,15.48786784,19370
2668,2001,1109,1,3.717333928,26901
2669,2001,1111,6,28.29521339,21205
2670,2001,1113,5,10.79260922,46328
2671,2001,1115,9,14.36644,62646
2672,2001,1117,11,8.616705442,127659
2673,2001,1121,5,7.115918309,70265
2674,2001,1123,6,17.53616835,34215
2675,2001,1125,19,13.65874699,139105
2676,2001,1127,11,17.54246073,62705
2677,2001,1131,2,17.37619461,11510
2678,2001,1133,3,13.67240908,21942
2679,2001,4001,13,22.27934876,58350
2680,2001,4003,23,23.56267672,97612
2681,2001,4005,28,26.52143026,105575
2682,2001,4007,6,14.03475942,42751
2683,2001,4009,4,12.65782728,31601
2684,2001,4011,3,43.0292599,6972
2685,2001,4012,5,25.91747875,19292
2686,2001,4013,405,14.25793771,2840523
2687,2001,4015,42,28.68010079,146443
2688,2001,4017,26,28.06623632,92638
2689,2001,4019,145,17.24911167,840623
2690,2001,4021,30,17.66586778,169819
2691,2001,4023,5,14.28775539,34995
2692,2001,4025,41,27.12483378,151153
2693,2001,4027,14,9.287453314,150741
2694,2001,5001,1,5.300821627,18865
2695,2001,5003,4,18.68896884,21403
2696,2001,5005,10,28.72572676,34812
2697,2001,5007,20,13.24933256,150951
2698,2001,5009,4,13.46212096,29713
2699,2001,5015,4,17.46419839,22904
2700,2001,5017,1,8.047642041,12426
2701,2001,5019,3,13.74633431,21824
2702,2001,5021,4,24.5278391,16308
2703,2001,5025,3,38.59513701,7773
2704,2001,5027,3,12.935495,23192
2705,2001,5029,5,27.32091143,18301
2706,2001,5031,16,20.63850371,77525
2707,2001,5033,7,15.55762991,44994
2708,2001,5035,10,23.2271851,43053
2709,2001,5037,5,26.83123155,18635
2710,2001,5039,1,12.24289912,8168
2711,2001,5043,1,6.10724319,16374
2712,2001,5045,7,8.293642331,84402
2713,2001,5049,3,27.11496746,11064
2714,2001,5051,17,20.66065482,82282
2715,2001,5053,4,25.71520411,15555
2716,2001,5055,3,8.958432871,33488
2717,2001,5057,2,9.5914061,20852
2718,2001,5059,6,22.60908885,26538
2719,2001,5061,1,8.476731372,11797
2720,2001,5063,5,15.43495709,32394
2721,2001,5065,1,8.112932014,12326
2722,2001,5067,2,12.13518597,16481
2723,2001,5069,11,14.26829585,77094
2724,2001,5071,4,20.66222429,19359
2725,2001,5073,4,56.29838142,7105
2726,2001,5075,3,19.28888317,15553
2727,2001,5077,3,26.20316185,11449
2728,2001,5079,3,21.87705097,13713
2729,2001,5081,1,8.214901832,12173
2730,2001,5085,6,12.20380352,49165
2731,2001,5087,2,16.67500417,11994
2732,2001,5089,3,19.45272987,15422
2733,2001,5091,5,14.54418523,34378
