,year,fips,Deaths,SuicideDeathRate,Population
13139,2005,1001,5,11.22662056,44537
13140,2005,1003,15,9.505582946,157802
13141,2005,1005,2,8.130742337,24598
13142,2005,1007,3,14.84707513,20206
13143,2005,1009,5,9.659595843,51762
13144,2005,1011,2,20.85723225,9589
13145,2005,1013,1,5.20806208,19201
13146,2005,1015,15,15.15472979,98979
13147,2005,1017,2,5.945126483,33641
13148,2005,1019,8,33.79520108,23672
13149,2005,1021,4,9.948021587,40209
13150,2005,1025,2,7.754342432,25792
13151,2005,1029,6,45.15352197,13288
13152,2005,1031,3,7.093540149,42292
13153,2005,1033,6,12.06005909,49751
13154,2005,1035,3,26.09830361,11495
13155,2005,1037,2,21.20216262,9433
13156,2005,1039,5,15.06477855,33190
13157,2005,1041,2,16.33853443,12241
13158,2005,1043,15,19.79753719,75767
13159,2005,1045,3,7.285974499,41175
13160,2005,1047,6,14.65487763,40942
13161,2005,1049,7,11.41161703,61341
13162,2005,1051,6,9.357162908,64122
13163,2005,1053,5,13.959072,35819
13164,2005,1055,15,15.08872168,99412
13165,2005,1057,2,12.41233786,16113
13166,2005,1059,4,14.78087355,27062
13167,2005,1061,7,29.52216271,23711
13168,2005,1063,2,21.57497303,9270
13169,2005,1065,2,12.84604021,15569
13170,2005,1067,1,6.366182837,15708
13171,2005,1069,15,18.72308556,80115
13172,2005,1071,9,18.62274458,48328
13173,2005,1073,84,13.46844536,623680
13174,2005,1075,3,21.2359312,14127
13175,2005,1077,6,7.09320471,84588
13176,2005,1079,8,25.55665591,31303
13177,2005,1081,8,6.771569565,118141
13178,2005,1083,6,9.073312364,66128
13179,2005,1087,3,13.99645423,21434
13180,2005,1089,38,13.52664571,280927
13181,2005,1091,2,10.39230969,19245
13182,2005,1093,1,3.891504845,25697
13183,2005,1095,6,7.11347173,84347
13184,2005,1097,42,11.35831983,369773
13185,2005,1099,2,9.936406995,20128
13186,2005,1101,24,12.48887709,192171
13187,2005,1103,17,16.13377749,105369
13188,2005,1105,1,9.729519362,10278
13189,2005,1107,1,5.205351101,19211
13190,2005,1109,9,31.26845708,28783
13191,2005,1111,3,15.14080953,19814
13192,2005,1113,8,19.02723273,42045
13193,2005,1115,7,11.11075839,63002
13194,2005,1117,16,9.503388552,168361
13195,2005,1121,8,11.65654005,68631
13196,2005,1123,6,15.57753719,38517
13197,2005,1125,20,11.86725291,168531
13198,2005,1127,9,14.37584857,62605
13199,2005,1129,2,12.04093919,16610
13200,2005,1133,3,12.54757623,23909
13201,2005,2020,44,17.8572878,246398
13202,2005,2050,8,51.48005148,15540
13203,2005,2060,1,95.6937799,1045
13204,2005,2090,12,14.71201236,81566
13205,2005,2110,4,15.29519731,26152
13206,2005,2122,6,13.13053945,45695
13207,2005,2130,1,8.157937673,12258
13208,2005,2150,3,25.34640081,11836
13209,2005,2170,15,20.64580064,72654
13210,2005,2180,9,106.888361,8420
13211,2005,2185,4,58.47953216,6840
13212,2005,2188,5,77.37542556,6462
13213,2005,2201,1,19.12411551,5229
13214,2005,2220,2,25.0438267,7986
13215,2005,2232,1,33.59086329,2977
13216,2005,2261,6,66.03565926,9086
13217,2005,2270,6,92.26510841,6503
13218,2005,2290,4,72.54261879,5514
13219,2005,4001,15,23.79781377,63031
13220,2005,4003,27,23.7131239,113861
13221,2005,4005,37,31.66805036,116837
13222,2005,4007,13,27.86649804,46651
13223,2005,4009,3,9.987016878,30039
13224,2005,4011,1,14.60280374,6848
13225,2005,4012,4,21.18083135,18885
13226,2005,4013,495,14.8287193,3338117
13227,2005,4015,45,24.63323845,182680
13228,2005,4017,24,24.02402402,99900
13229,2005,4019,154,18.26698503,843051
13230,2005,4021,44,20.58845549,213712
13231,2005,4023,6,16.49575234,36373
13232,2005,4025,63,36.18360595,174112
13233,2005,4027,24,15.33761935,156478
13234,2005,5001,3,15.33899172,19558
13235,2005,5003,2,9.440196356,21186
13236,2005,5005,10,25.72876733,38867
13237,2005,5007,26,15.99104501,162591
13238,2005,5009,4,11.74053419,34070
13239,2005,5011,1,9.102494083,10986
13240,2005,5013,3,56.25351584,5333
13241,2005,5015,3,12.0240481,24950
13242,2005,5019,2,9.387027129,21306
13243,2005,5021,5,31.5736297,15836
13244,2005,5023,2,8.410428932,23780
13245,2005,5027,3,13.51960342,22190
13246,2005,5029,2,11.09939508,18019
13247,2005,5031,9,11.24030524,80069
13248,2005,5033,8,14.9597023,53477
13249,2005,5035,7,14.8214021,47229
13250,2005,5037,3,18.13455842,16543
13251,2005,5041,1,7.478872186,13371
13252,2005,5043,1,5.855143744,17079
13253,2005,5045,13,14.52238122,89517
13254,2005,5047,2,12.84439021,15571
13255,2005,5049,6,52.22841226,11488
13256,2005,5051,34,38.34182868,88676
13257,2005,5053,2,12.28425772,16281
13258,2005,5055,7,19.58206283,35747
13259,2005,5057,1,4.946821667,20215
13260,2005,5059,7,25.29998554,27668
13261,2005,5061,1,7.376263185,13557
13262,2005,5063,3,9.672738997,31015
13263,2005,5065,3,24.73410834,12129
13264,2005,5067,2,11.67201634,17135
13265,2005,5069,6,8.679048776,69132
13266,2005,5071,7,30.30040689,23102
13267,2005,5073,2,27.28140772,7331
13268,2005,5075,1,5.772005772,17325
13269,2005,5079,1,7.50412727,13326
13270,2005,5081,2,15.9172304,12565
13271,2005,5083,5,22.88224795,21851
13272,2005,5085,6,11.68224299,51360
13273,2005,5087,2,16.36527289,12221
13274,2005,5089,3,21.2404418,14124
13275,2005,5091,4,10.02858146,39886
13276,2005,5093,4,9.177890462,43583
13277,2005,5095,2,24.81389578,8060
13278,2005,5097,3,35.65909901,8413
13279,2005,5101,2,29.28686484,6829
13280,2005,5103,4,16.93982128,23613
13281,2005,5105,3,32.12335368,9339
13282,2005,5107,1,4.388852315,22785
13283,2005,5109,1,10.48987727,9533
13284,2005,5111,3,12.53499352,23933
13285,2005,5113,1,5.539552404,18052
13286,2005,5115,4,7.617161465,52513
13287,2005,5117,1,12.02356619,8317
13288,2005,5119,58,17.26514198,335937
13289,2005,5121,3,18.29937782,16394
13290,2005,5123,3,11.77810058,25471
13291,2005,5125,14,16.74781381,83593
13292,2005,5127,4,39.52178638,10121
13293,2005,5129,2,29.50722927,6778
13294,2005,5131,16,15.80168881,101255
13295,2005,5133,5,31.46039137,15893
13296,2005,5135,3,18.32172957,16374
13297,2005,5137,2,18.53052905,10793
13298,2005,5139,5,12.71682181,39318
13299,2005,5141,3,18.30161054,16392
13300,2005,5143,22,13.11882074,167698
13301,2005,5145,8,12.2262467,65433
13302,2005,5147,1,13.76083666,7267
13303,2005,5149,5,25.72016461,19440
13304,2005,6001,96,7.458598949,1287105
13305,2005,6003,2,182.9826167,1093
13306,2005,6005,6,17.64290755,34008
13307,2005,6007,30,15.64773812,191721
13308,2005,6009,9,20.80828632,43252
13309,2005,6013,82,8.911977916,920110
13310,2005,6015,6,23.29916123,25752
13311,2005,6017,31,19.72223459,157183
13312,2005,6019,68,9.24791344,735301
13313,2005,6021,7,26.27035953,26646
13314,2005,6023,30,24.5481102,122209
13315,2005,6025,14,9.921337963,141110
13316,2005,6027,8,52.31493591,15292
13317,2005,6029,70,9.858377367,710056
13318,2005,6031,8,5.979162618,133798
13319,2005,6033,13,21.78612726,59671
13320,2005,6035,10,33.47728566,29871
13321,2005,6037,701,8.254003839,8492848
13322,2005,6039,23,17.59257135,130737
13323,2005,6041,52,22.21624093,234063
13324,2005,6043,3,18.1367511,16541
13325,2005,6045,15,17.92371666,83688
13326,2005,6047,15,6.537371976,229450
13327,2005,6049,2,24.39917043,8197
13328,2005,6051,4,35.38257408,11305
13329,2005,6053,32,8.365138286,382540
13330,2005,6055,13,10.32499921,125908
13331,2005,6057,15,15.77452939,95090
13332,2005,6059,221,8.061791994,2741326
13333,2005,6061,34,11.42553742,297579
13334,2005,6063,5,26.46202699,18895
13335,2005,6065,173,9.416898052,1837123
13336,2005,6067,171,13.11287347,1304062
13337,2005,6069,3,5.697140036,52658
13338,2005,6071,178,9.687174997,1837481
13339,2005,6073,313,11.39731438,2746261
13340,2005,6075,89,12.44769172,714992
