,year,fips,Deaths,SuicideDeathRate,Population
42827,2016,1001,11,20.25335101,54312
42828,2016,1003,42,22.51986574,186502
42829,2016,1005,4,17.3694038,23029
42830,2016,1007,4,21.86150735,18297
42831,2016,1009,13,24.70214909,52627
42832,2016,1011,1,11.05338786,9047
42833,2016,1013,6,33.50644999,17907
42834,2016,1015,21,21.58739296,97279
42835,2016,1017,13,45.1796761,28774
42836,2016,1019,5,22.17589923,22547
42837,2016,1021,2,4.949637439,40407
42838,2016,1023,1,8.430992328,11861
42839,2016,1025,7,31.34094471,22335
42840,2016,1027,1,8.359806052,11962
42841,2016,1029,2,14.07063459,14214
42842,2016,1031,9,19.03352014,47285
42843,2016,1033,11,22.75736511,48336
42844,2016,1035,1,8.712319219,11478
42845,2016,1037,2,20.89864159,9570
42846,2016,1039,2,5.976036095,33467
42847,2016,1043,18,22.3555274,80517
42848,2016,1045,7,15.52967277,45075
42849,2016,1047,4,11.91824087,33562
42850,2016,1049,12,19.70410995,60901
42851,2016,1051,23,31.62555345,72726
42852,2016,1053,10,28.48515923,35106
42853,2016,1055,16,18.20229576,87901
42854,2016,1057,5,32.59664906,15339
42855,2016,1059,4,15.25553013,26220
42856,2016,1061,2,8.248443106,24247
42857,2016,1063,2,26.78093198,7468
42858,2016,1065,2,14.77104874,13540
42859,2016,1067,1,6.642311524,15055
42860,2016,1069,13,13.31653401,97623
42861,2016,1071,12,24.88852017,48215
42862,2016,1073,91,14.45029337,629745
42863,2016,1077,15,18.71584359,80146
42864,2016,1079,4,12.73317629,31414
42865,2016,1081,17,10.89373482,156053
42866,2016,1083,12,16.39859519,73177
42867,2016,1085,1,10.38098204,9633
42868,2016,1087,1,5.444843733,18366
42869,2016,1089,74,20.93393646,353493
42870,2016,1091,1,5.917509912,16899
42871,2016,1093,1,3.349073981,29859
42872,2016,1095,18,20.14459341,89354
42873,2016,1097,73,19.4064807,376163
42874,2016,1101,37,16.82713079,219883
42875,2016,1103,28,28.04009734,99857
42876,2016,1109,1,3.545722086,28203
42877,2016,1111,6,28.65329513,20940
42878,2016,1113,5,9.078199611,55077
42879,2016,1115,14,17.06651063,82032
