,year,fips,Deaths,SuicideDeathRate,Population
18448,2007,1001,6,11.7148603,51217
18449,2007,1003,23,15.63317768,147123
18450,2007,1005,2,8.10110175,24688
18451,2007,1007,4,19.33114247,20692
18452,2007,1009,10,19.79923575,50507
18453,2007,1013,1,5.083884087,19670
18454,2007,1015,15,15.12218727,99192
18455,2007,1017,1,3.025169409,33056
18456,2007,1019,8,37.77326597,21179
18457,2007,1021,7,17.5035007,39992
18458,2007,1023,1,7.888301649,12677
18459,2007,1025,5,20.97755402,23835
18460,2007,1029,3,21.29471891,14088
18461,2007,1031,8,19.07032181,41950
18462,2007,1033,14,30.15811469,46422
18463,2007,1035,2,16.39478646,12199
18464,2007,1037,3,27.87068004,10764
18465,2007,1039,9,26.53771304,33914
18466,2007,1041,4,31.89029738,12543
18467,2007,1043,9,11.98067118,75121
18468,2007,1045,7,14.69816273,47625
18469,2007,1047,4,10.36860387,38578
18470,2007,1049,10,16.61184757,60198
18471,2007,1051,8,10.76875446,74289
18472,2007,1053,1,3.119930114,32052
18473,2007,1055,12,12.26768079,97818
18474,2007,1057,1,6.23519142,16038
18475,2007,1059,4,15.87364578,25199
18476,2007,1061,4,16.33586539,24486
18477,2007,1067,2,12.95840352,15434
18478,2007,1069,10,11.60846954,86144
18479,2007,1071,8,16.60267718,48185
18480,2007,1073,87,14.5701065,597113
18481,2007,1075,1,7.675186123,13029
18482,2007,1077,15,20.91962679,71703
18483,2007,1079,7,22.39928322,31251
18484,2007,1081,7,6.126968289,114249
18485,2007,1083,8,11.46000458,69808
18486,2007,1087,2,10.62755726,18819
18487,2007,1089,32,11.62727322,275215
18488,2007,1093,3,10.3755966,28914
18489,2007,1095,12,14.99287838,80038
18490,2007,1097,63,16.99382018,370723
18491,2007,1099,3,13.79056725,21754
18492,2007,1101,23,11.13197685,206612
18493,2007,1103,17,16.96352841,100215
18494,2007,1107,1,5.425347222,18432
18495,2007,1109,4,14.50536699,27576
18496,2007,1111,3,15.25553013,19665
18497,2007,1113,6,12.46364769,48140
18498,2007,1115,13,18.87806224,68863
18499,2007,1117,20,13.07274985,152990
18500,2007,1121,9,11.9300106,75440
18501,2007,1123,4,11.14019941,35906
18502,2007,1125,23,14.10169159,163101
