,year,fips,Deaths,SuicideDeathRate,Population
10486,2004,1001,6,12.75428863,47043
10487,2004,1003,15,10.35525426,144854
10488,2004,1005,1,3.906860447,25596
10489,2004,1007,6,31.24837248,19201
10490,2004,1009,5,9.889240506,50560
10491,2004,1011,1,9.607993851,10408
10492,2004,1013,7,38.29740672,18278
10493,2004,1015,20,19.0081545,105218
10494,2004,1017,1,3.068237604,32592
10495,2004,1019,2,8.452013692,23663
10496,2004,1021,8,19.99350211,40013
10497,2004,1023,2,14.16430595,14120
10498,2004,1025,3,13.24678765,22647
10499,2004,1027,3,23.32633543,12861
10500,2004,1029,3,23.68732728,12665
10501,2004,1031,4,9.274932177,43127
10502,2004,1033,8,16.23178996,49286
10503,2004,1037,2,18.34357516,10903
10504,2004,1039,1,3.158759239,31658
10505,2004,1041,2,17.22356183,11612
10506,2004,1043,10,13.32871271,75026
10507,2004,1045,6,13.53179973,44340
10508,2004,1047,6,14.75833231,40655
10509,2004,1049,6,8.966197436,66918
10510,2004,1051,6,9.205701398,65177
10511,2004,1053,3,8.907098958,33681
10512,2004,1055,16,17.35715603,92181
10513,2004,1057,2,13.89371309,14395
10514,2004,1059,3,10.34019233,29013
10515,2004,1061,4,17.26295801,23171
10516,2004,1065,1,6.487187804,15415
10517,2004,1069,16,18.75073245,85330
10518,2004,1071,8,16.19629915,49394
10519,2004,1073,80,13.49491242,592816
10520,2004,1075,5,41.27455836,12114
10521,2004,1077,16,18.51637542,86410
10522,2004,1079,3,9.815148045,30565
10523,2004,1081,14,11.75245962,119124
10524,2004,1083,9,13.59516616,66200
10525,2004,1085,1,8.369601607,11948
10526,2004,1087,2,9.967108542,20066
10527,2004,1089,33,12.84721546,256865
10528,2004,1093,3,10.79563856,27789
10529,2004,1095,6,8.126117341,73836
10530,2004,1097,43,11.88098021,361923
10531,2004,1099,2,8.956961799,22329
10532,2004,1101,25,11.86729516,210663
10533,2004,1103,14,13.58063014,103088
10534,2004,1105,1,10.41124414,9605
10535,2004,1107,1,5.302508086,18859
10536,2004,1109,1,3.398701696,29423
10537,2004,1111,4,18.22406488,21949
10538,2004,1113,3,6.576207282,45619
10539,2004,1115,8,12.11185296,66051
10540,2004,1117,16,9.72555694,164515
10541,2004,1121,12,16.25531684,73822
10542,2004,1123,8,20.14301541,39716
10543,2004,1125,21,13.48617667,155715
10544,2004,1127,9,14.9065854,60376
10545,2004,1129,1,6.225099602,16064
10546,2004,1131,1,8.605851979,11620
10547,2004,1133,2,9.213617727,21707
10548,2004,2016,1,18.85725061,5303
10549,2004,2020,51,19.60837085,260093
10550,2004,2050,11,73.54907729,14956
10551,2004,2060,1,91.74311927,1090
10552,2004,2068,2,115.406809,1733
10553,2004,2070,3,63.3847454,4733
10554,2004,2090,16,18.94948777,84435
10555,2004,2110,4,14.58682809,27422
10556,2004,2122,8,16.05780811,49820
10557,2004,2130,3,24.03846154,12480
10558,2004,2170,19,30.87623505,61536
10559,2004,2180,5,58.78894768,8505
10560,2004,2185,3,40.0160064,7497
