,year,fips,Deaths,SuicideDeathRate,Population
31849,2012,1001,11,22.56363972,48751
31850,2012,1003,42,25.94225994,161898
31851,2012,1005,2,8.010573958,24967
31852,2012,1007,7,35.21835379,19876
31853,2012,1009,9,17.49985417,51429
31854,2012,1013,5,26.35601708,18971
31855,2012,1015,25,23.20767153,107723
31856,2012,1017,8,25.19129641,31757
31857,2012,1019,8,32.55340793,24575
31858,2012,1021,7,16.60735469,42150
31859,2012,1023,1,8.198737394,12197
31860,2012,1025,7,30.75841462,22758
31861,2012,1029,2,14.05283867,14232
31862,2012,1031,11,23.43067715,46947
31863,2012,1033,5,10.69358599,46757
31864,2012,1035,4,32.45962834,12323
31865,2012,1037,2,18.81113619,10632
31866,2012,1039,5,14.45253787,34596
31867,2012,1041,5,39.04114937,12807
31868,2012,1043,9,11.61935009,77457
31869,2012,1045,4,7.991688644,50052
31870,2012,1049,11,17.56010344,62642
31871,2012,1051,7,9.229227645,75846
31872,2012,1053,4,11.47710318,34852
31873,2012,1055,7,7.82577587,89448
31874,2012,1057,2,13.33155579,15002
31875,2012,1059,8,27.64722145,28936
31876,2012,1061,4,15.9929631,25011
31877,2012,1063,1,12.97690112,7706
31878,2012,1065,1,7.298737318,13701
31879,2012,1067,3,18.78169411,15973
31880,2012,1069,13,14.06743713,92412
31881,2012,1071,5,10.06481742,49678
31882,2012,1073,96,16.47503003,582700
31883,2012,1075,4,29.09937436,13746
31884,2012,1077,7,7.878180816,88853
31885,2012,1079,6,18.5517284,32342
31886,2012,1081,19,15.224115,124802
31887,2012,1083,15,17.98690553,83394
31888,2012,1085,1,10.50861707,9516
31889,2012,1087,2,10.48382869,19077
31890,2012,1089,56,17.91524171,312583
31891,2012,1091,4,21.80549498,18344
31892,2012,1093,5,18.11791137,27597
31893,2012,1095,13,14.26643109,91123
31894,2012,1097,74,20.30273017,364483
31895,2012,1099,2,9.262689885,21592
31896,2012,1101,30,13.9243444,215450
31897,2012,1103,16,15.13546239,105712
31898,2012,1107,5,28.12939522,17775
31899,2012,1109,6,21.91060473,27384
31900,2012,1111,7,35.7343407,19589
31901,2012,1113,8,15.75392371,50781
31902,2012,1115,15,18.7668902,79928
31903,2012,1117,26,14.00628128,185631
31904,2012,1121,17,24.12066005,70479
31905,2012,1123,5,12.80016384,39062
31906,2012,1125,17,9.668154804,175835
31907,2012,1127,17,29.28711711,58046
31908,2012,1129,5,33.9951047,14708
31909,2012,1133,1,4.642741074,21539
31910,2012,2016,1,20.0120072,4997
31911,2012,2020,67,24.93728459,268674
31912,2012,2050,10,58.89281508,16980
31913,2012,2060,2,211.8644068,944
31914,2012,2070,4,97.51340809,4102
31915,2012,2090,21,22.24505577,94403
31916,2012,2110,5,18.21493625,27450
31917,2012,2122,16,30.81901533,51916
31918,2012,2130,3,28.26189355,10615
31919,2012,2150,1,7.843137255,12750
31920,2012,2170,13,15.05239391,86365
31921,2012,2180,5,57.71006464,8664
31922,2012,2185,2,22.49465752,8891
31923,2012,2188,5,70.30371204,7112
31924,2012,2201,1,18.31501832,5460
31925,2012,2220,2,22.87544321,8743
31926,2012,2232,1,40.55150041,2466
31927,2012,2270,7,99.62994592,7026
31928,2012,2282,1,158.9825119,629
31929,2012,2290,2,37.79289494,5292
31930,2012,4001,20,29.73800815,67254
31931,2012,4003,32,26.54962706,120529
31932,2012,4005,40,31.39446359,127411
31933,2012,4007,14,32.74241078,42758
31934,2012,4009,4,12.51916998,31951
31935,2012,4011,2,23.42194636,8539
31936,2012,4012,7,35.33033867,19813
31937,2012,4013,604,17.52179709,3447135
31938,2012,4015,69,37.7736537,182667
31939,2012,4017,33,34.29996882,96210
31940,2012,4019,194,21.01279506,923247
31941,2012,4021,52,15.83097391,328470
31942,2012,4023,2,5.144165231,38879
31943,2012,4025,71,34.62654539,205045
31944,2012,4027,20,11.24992266,177779
31945,2012,5003,3,15.23151909,19696
31946,2012,5005,12,30.54134535,39291
31947,2012,5007,29,13.63775306,212645
31948,2012,5009,5,14.19849496,35215
31949,2012,5011,3,30.57169061,9813
31950,2012,5013,3,64.82281763,4628
31951,2012,5015,6,23.19288751,25870
31952,2012,5017,2,18.10938066,11044
31953,2012,5019,5,25.22068096,19825
31954,2012,5021,3,19.18403888,15638
31955,2012,5023,5,19.94813485,25065
31956,2012,5025,2,27.34481816,7314
31957,2012,5027,5,22.80605729,21924
31958,2012,5029,6,30.62318175,19593
31959,2012,5031,8,8.879910313,90091
31960,2012,5033,10,17.61369641,56774
31961,2012,5035,3,6.450225758,46510
31962,2012,5037,3,18.34525775,16353
31963,2012,5039,2,28.90591126,6919
31964,2012,5041,4,34.84624096,11479
31965,2012,5043,3,16.92333728,17727
31966,2012,5045,8,8.141002157,98268
31967,2012,5047,2,11.76193837,17004
31968,2012,5049,1,10.17293998,9830
31969,2012,5051,29,31.82267091,91130
31970,2012,5053,4,23.99376162,16671
31971,2012,5055,12,28.61162109,41941
31972,2012,5057,4,20.25829324,19745
31973,2012,5059,4,13.58926448,29435
31974,2012,5061,4,33.37783712,11984
31975,2012,5063,7,21.38645321,32731
31976,2012,5065,5,39.87240829,12540
31977,2012,5067,3,17.83803068,16818
31978,2012,5069,17,25.42816543,66855
31979,2012,5071,7,31.91392359,21934
31980,2012,5073,1,15.01276085,6661
31981,2012,5077,2,21.84121437,9157
31982,2012,5079,2,14.75361464,13556
31983,2012,5083,3,15.01877347,19975
31984,2012,5085,7,10.22270902,68475
31985,2012,5087,2,14.06667604,14218
31986,2012,5089,5,32.01024328,15620
31987,2012,5091,4,9.632519385,41526
31988,2012,5093,6,14.45365196,41512
31989,2012,5095,2,27.07092583,7388
31990,2012,5097,3,36.82337057,8147
31991,2012,5099,1,12.26542377,8153
31992,2012,5101,3,39.22594142,7648
31993,2012,5103,6,25.77208883,23281
31994,2012,5105,1,9.889240506,10112
31995,2012,5107,2,10.28330505,19449
31996,2012,5109,1,9.594166747,10423
31997,2012,5111,1,4.5032874,22206
31998,2012,5113,6,35.76537911,16776
31999,2012,5115,7,12.46949427,56137
32000,2012,5119,77,20.18877819,381400
32001,2012,5121,4,25.65747274,15590
32002,2012,5123,2,7.833000431,25533
32003,2012,5125,15,14.5971195,102760
32004,2012,5129,1,13.86385692,7213
32005,2012,5131,21,18.95204231,110806
32006,2012,5133,1,6.376331059,15683
32007,2012,5135,2,13.38329764,14944
32008,2012,5137,2,17.50240658,11427
32009,2012,5139,4,12.41850357,32210
32010,2012,5141,2,13.42462075,14898
32011,2012,5143,25,12.11839184,206298
32012,2012,5145,7,9.454093623,74042
32013,2012,5147,3,46.43962848,6460
32014,2012,5149,4,18.78287002,21296
32015,2012,6001,130,9.494019863,1369283
32016,2012,6005,10,28.79437934,34729
32017,2012,6007,28,14.60211835,191753
32018,2012,6009,11,29.87912536,36815
32019,2012,6011,2,10.86779329,18403
32020,2012,6013,110,10.98869264,1001029
32021,2012,6015,7,30.24280653,23146
32022,2012,6017,34,20.59170881,165115
32023,2012,6019,83,10.11037361,820939
32024,2012,6021,1,3.943062182,25361
32025,2012,6023,37,29.05743949,127334
32026,2012,6025,13,8.794360785,147822
32027,2012,6027,13,81.18403797,16013
32028,2012,6029,89,11.27935801,789052
32029,2012,6031,9,6.387372874,140903
32030,2012,6033,18,31.27769379,57549
32031,2012,6035,6,18.7488282,32002
32032,2012,6037,768,8.410728278,9131195
32033,2012,6039,21,16.27881738,129002
32034,2012,6041,61,27.06984464,225343
32035,2012,6043,5,33.87074922,14762
32036,2012,6045,13,17.2817186,75224
